Day,Date,Time,Latitude,Longitude,DepthInKilo,Magnitude,Quality,DistanceInKilo,Direction,Volcano
Wednesday,5/10/2016,19:54:58,65.04,-16.708,4.5,0.6,99,4.8,W,Dreki
Wednesday,5/10/2016,18:49:08,66.637,-17.958,10.3,1,99,10.9,NNE,Grímsey
Wednesday,5/10/2016,18:43:57,65.035,-16.695,4.8,0.4,99,4.3,W,Dreki
Wednesday,5/10/2016,17:08:36,66.166,-16.89,14.6,0.7,99,24.5,NE,Húsavík
Wednesday,5/10/2016,15:29:11,65.042,-16.714,4,0.1,99,5.1,W,Dreki
Wednesday,5/10/2016,12:44:05,63.691,-19.044,8,1,99,11.6,ENE,Goðabunga
Wednesday,5/10/2016,10:24:45,66.281,-17.013,10,0.4,99,25.2,W,Kópasker
Wednesday,12/10/2016,15:07:54,63.904,-21.956,7.6,1.1,99,5.7,ENE,Krýsuvík
Wednesday,12/10/2016,15:03:09,63.646,-19.325,0.1,2.4,99,3.8,W,Goðabunga
Wednesday,12/10/2016,13:40:29,63.894,-22.07,5.1,2.3,99,0.8,NNW,Krýsuvík
Wednesday,12/10/2016,10:31:07,66.38,-17.001,6.2,0.9,99,26,WNW,Kópasker
Wednesday,12/10/2016,10:19:08,64.68,-17.485,0.1,1.9,99,4.8,NNE,Bárðarbunga
Wednesday,12/10/2016,8:03:58,65.473,-16.72,8.8,0.7,99,20.2,NW,Herðubreiðarfjöll
Wednesday,12/10/2016,6:21:11,63.588,-18.848,0.1,0.2,99,12.5,E,Hábunga
Wednesday,12/10/2016,5:54:22,63.652,-19.309,0.1,1.5,99,3.2,WNW,Goðabunga
Wednesday,12/10/2016,5:15:00,63.58,-18.809,0.1,0.3,99,14.4,E,Hábunga
Wednesday,12/10/2016,4:29:20,63.591,-18.848,0.1,0.5,99,12.5,E,Hábunga
Wednesday,12/10/2016,4:18:12,64.828,-16.852,8.7,0.9,99,17.6,ENE,Kistufell
Wednesday,12/10/2016,0:56:16,66.278,-17.533,13.6,1,99,18.6,NE,Flatey
Wednesday,12/10/2016,0:42:36,66.173,-18.028,10,0.8,99,8.4,W,Flatey
Wednesday,28/09/2016,23:38:28,63.995,-20.473,7.8,0.1,99,10.1,ESE,Hestfjall
Wednesday,28/09/2016,23:33:29,64.634,-16.704,3.9,1.2,99,4,W,jökull
Wednesday,28/09/2016,23:30:50,65.075,-16.09,6.4,0.2,99,8.4,ENE,Upptyppingar
Wednesday,28/09/2016,23:17:48,64.675,-17.537,2.2,0.9,99,3.9,N,Bárðarbunga
Wednesday,28/09/2016,23:04:36,67.249,-18.71,10,1.6,99,11.3,N,Kolbeinsey
Wednesday,28/09/2016,22:58:43,63.628,-19.117,0.1,0.4,99,5.4,N,Hábunga
Wednesday,28/09/2016,22:56:05,63.627,-19.129,0.1,0.8,99,5.4,NNW,Hábunga
Wednesday,28/09/2016,22:53:39,67.213,-18.796,10,1.7,99,8.8,NW,Kolbeinsey
