ID,Day,Date,Time,Latitude,Longitude,DepthInKilo,Magnitude,Quality,DistanceInKilo,Direction,Volcano
805,Sunday,2/10/2016,10:18:00,65.025,-16.66,4.7,0.2,99,3,WSW,Dreki
806,Sunday,2/10/2016,10:05:17,64.798,-16.912,4.6,0.2,99,14.1,E,Kistufell
807,Sunday,2/10/2016,10:01:03,65.026,-16.669,5,0.5,99,3.3,WSW,Dreki
808,Sunday,2/10/2016,9:46:14,63.634,-19.188,4,0.5,99,3.1,ESE,Goðabunga
809,Sunday,2/10/2016,9:43:06,63.966,-20.791,6.6,0.3,99,7.7,WNW,Þjórsárbrú
810,Sunday,2/10/2016,9:34:38,64.785,-17.06,5.7,0.1,99,7,E,Kistufell
811,Sunday,2/10/2016,7:21:38,65.032,-16.459,22.3,1.5,99,6.9,E,Dreki
812,Sunday,2/10/2016,6:51:05,65.223,-16.344,6.4,0.4,99,5.4,N,Herðubreið
813,Sunday,2/10/2016,6:19:07,65.026,-16.614,4.9,0.1,99,1.5,SSW,Dreki
814,Sunday,2/10/2016,6:14:13,65.031,-16.663,5.6,0.1,99,2.9,WSW,Dreki
815,Sunday,2/10/2016,5:54:47,63.615,-19.135,0.9,0.5,99,4.3,NNW,Eyjafjallajökull
816,Sunday,2/10/2016,5:17:10,63.615,-19.104,0.1,2,99,3.9,N,Hábunga
817,Sunday,2/10/2016,5:11:39,66.591,-17.735,12.3,1.2,99,13.3,ENE,Grímsey
818,Sunday,2/10/2016,4:43:56,64.561,-20.326,3.1,1.1,99,23.6,S,Eyjafjallajökull
819,Sunday,2/10/2016,3:36:16,64.113,-21.255,5.9,0.3,99,3.9,NE,Skeggi á Hengli
820,Sunday,2/10/2016,3:34:51,65.033,-16.7,4.9,0.3,99,4.5,W,Dreki
821,Sunday,2/10/2016,2:52:46,64.397,-17.3,1.1,0.7,99,1.5,WSW,Grímsfjall
822,Sunday,2/10/2016,2:37:38,63.825,-20.021,6,1.1,99,13.5,NE,Hvolsvöllur
823,Sunday,2/10/2016,1:48:16,66.626,-17.902,10.8,1.2,99,10.6,NNE,Grímsey
824,Sunday,2/10/2016,1:34:26,64.818,-16.889,7.4,0.3,99,15.7,ENE,Kistufell
825,Sunday,2/10/2016,1:23:59,65.221,-16.345,8.4,0.9,99,5.2,N,Herðubreið
826,Sunday,2/10/2016,0:56:42,65.029,-16.673,4.5,0.1,99,3.4,WSW,Dreki
828,Sunday,9/10/2016,20:06:59,64.622,-17.469,2.4,1.5,90.02,3.5,SE,Bárðarbunga
829,Sunday,9/10/2016,18:32:52,66.24,-18.371,7.8,0.9,90.01,8.8,NNW,Gjögurtá
830,Sunday,9/10/2016,16:13:51,64.401,-17.275,1.1,1.4,99,0.4,S,Grímsfjall
831,Sunday,9/10/2016,16:10:03,64.817,-16.899,9.9,0.5,99,15.2,ENE,Kistufell
832,Sunday,9/10/2016,15:23:56,63.581,-18.816,0.1,0.2,99,14.1,E,Hábunga
833,Sunday,9/10/2016,14:01:49,63.971,-20.705,3.3,0.1,99,5.1,NNW,Þjórsárbrú
834,Sunday,9/10/2016,13:32:25,66.289,-16.759,1.1,1.3,99,13.8,W,Kópasker
835,Sunday,9/10/2016,13:30:20,63.863,-22.139,6.2,1.3,99,4.5,SW,Krýsuvík
836,Sunday,9/10/2016,12:43:34,63.863,-22.184,1.2,0.5,99,6.2,SE,Fagradalsfjall
837,Sunday,9/10/2016,12:37:12,63.855,-22.165,4.1,1.2,99,6,SW,Krýsuvík
838,Sunday,9/10/2016,12:35:50,63.85,-22.19,1.4,0.9,99,7.1,SE,Fagradalsfjall
839,Sunday,9/10/2016,12:34:09,63.898,-22.112,5,1.8,99,2.6,WNW,Krýsuvík
840,Sunday,9/10/2016,12:32:40,63.868,-22.125,5.2,2,99,3.6,SW,Krýsuvík
841,Sunday,9/10/2016,12:32:40,63.926,-21.937,1.1,0.9,90.01,7.6,NE,Krýsuvík
842,Sunday,9/10/2016,12:32:39,63.901,-22.105,5.2,2.1,99,2.4,NW,Krýsuvík
843,Sunday,9/10/2016,12:32:05,63.828,-22.159,4.4,1.4,99,8.1,SW,Krýsuvík
844,Sunday,9/10/2016,11:28:45,63.81,-22.961,8.8,1.6,99,7.7,N,Eldey
845,Sunday,9/10/2016,11:28:38,63.822,-22.952,9.9,0.8,99,9,N,Eldey
846,Sunday,9/10/2016,10:10:50,63.652,-19.356,0.1,0.7,99,5.4,WNW,Goðabunga
847,Sunday,9/10/2016,10:00:48,63.58,-18.817,0.1,0.8,99,14,E,Hábunga
848,Sunday,9/10/2016,9:41:06,65.121,-16.317,9.7,0.2,99,4.9,NE,Herðubreiðarfjöll
849,Sunday,9/10/2016,9:33:31,63.934,-20.767,1.8,0.2,99,5.6,W,Þjórsárbrú
850,Sunday,9/10/2016,9:17:18,63.575,-18.808,0.1,0.7,99,14.4,E,Hábunga
851,Sunday,9/10/2016,8:39:41,66.646,-17.918,11.6,0.7,99,12.3,NNE,Grímsey
852,Sunday,9/10/2016,8:27:40,66.633,-17.737,11.1,1.2,99,15.8,NE,Grímsey
853,Sunday,9/10/2016,8:24:07,66.292,-16.738,6.3,0.6,99,12.8,W,Kópasker
854,Sunday,9/10/2016,7:30:33,66.645,-17.899,10.7,0.9,99,12.5,NNE,Grímsey
855,Sunday,9/10/2016,6:32:09,66.624,-17.953,12.2,0.7,99,9.5,NNE,Grímsey
856,Sunday,9/10/2016,5:34:24,64.429,-17.225,1.5,1.2,99,3.6,NE,Grímsfjall
857,Sunday,9/10/2016,5:06:43,64.823,-16.889,12.9,0.9,99,15.8,ENE,Kistufell
858,Sunday,9/10/2016,4:34:13,66.237,-18.359,9.1,0.6,99,8.2,NNW,Gjögurtá
859,Sunday,9/10/2016,3:49:04,64.623,-17.366,0.1,1.5,99,7.9,ESE,Bárðarbunga
860,Sunday,9/10/2016,1:38:45,64.841,-16.867,9.1,0.4,99,17.5,ENE,Kistufell
861,Sunday,9/10/2016,0:29:31,63.968,-20.152,5.6,1,99,9.5,SSE,Árnes
862,Sunday,9/10/2016,0:15:50,66.282,-16.984,6.8,0.6,99,23.9,W,Kópasker
863,Sunday,9/10/2016,23:36:10,66.256,-16.702,5.2,0.7,99,12.3,WSW,Kópasker
864,Sunday,9/10/2016,23:27:05,65.717,-16.789,1.6,1.1,99,1.6,WNW,Krafluvirkjun
865,Sunday,9/10/2016,22:45:02,63.763,-20.706,7.7,1,99,16.9,WSW,Hella
866,Sunday,9/10/2016,20:06:59,64.629,-17.456,4.6,2,99,3.7,ESE,Bárðarbunga
867,Sunday,9/10/2016,19:03:37,64.122,-21.22,6,0.5,99,5,N,Hrómundartindi
868,Sunday,9/10/2016,18:32:52,66.238,-18.362,9.2,1.6,99,8.4,NNW,Gjögurtá
869,Sunday,9/10/2016,16:17:04,65.008,-16.476,7.5,0.1,99,6.9,ESE,Dreki
870,Sunday,9/10/2016,16:13:51,64.401,-17.275,1.1,1.4,99,0.4,S,Grímsfjall
871,Sunday,9/10/2016,16:10:03,64.817,-16.899,9.9,0.5,99,15.2,ENE,Kistufell
872,Sunday,9/10/2016,15:23:56,63.581,-18.816,0.1,0.2,99,14.1,E,Hábunga
873,Sunday,9/10/2016,14:01:49,63.971,-20.705,3.3,0.1,99,5.1,NNW,Þjórsárbrú
874,Sunday,9/10/2016,13:32:25,66.289,-16.759,1.1,1.3,99,13.8,W,Kópasker
875,Sunday,9/10/2016,13:30:20,63.863,-22.139,6.2,1.2,99,4.5,SW,Krýsuvík
876,Sunday,9/10/2016,12:43:34,63.863,-22.184,1.2,0.5,99,6.2,SE,Fagradalsfjall
877,Sunday,9/10/2016,12:37:12,63.855,-22.165,4.1,1.4,99,6,SW,Krýsuvík
878,Sunday,9/10/2016,12:35:50,63.85,-22.19,1.4,0.8,99,7.1,SE,Fagradalsfjall
879,Sunday,9/10/2016,12:34:09,63.898,-22.112,5,1.8,99,2.6,WNW,Krýsuvík
880,Sunday,9/10/2016,12:32:40,63.868,-22.125,5.2,2,99,3.6,SW,Krýsuvík
881,Sunday,9/10/2016,12:32:40,63.926,-21.937,1.1,0.9,90.01,7.6,NE,Krýsuvík
882,Sunday,9/10/2016,12:32:39,63.901,-22.105,5.2,2.1,99,2.4,NW,Krýsuvík
883,Sunday,9/10/2016,12:32:05,63.828,-22.159,4.4,1.4,99,8.1,SW,Krýsuvík
884,Sunday,9/10/2016,11:28:45,63.81,-22.961,8.8,1.6,99,7.7,N,Eldey
885,Sunday,9/10/2016,11:28:38,63.822,-22.952,9.9,1,99,9,N,Eldey
886,Sunday,9/10/2016,10:10:50,63.652,-19.356,0.1,0.7,99,5.4,WNW,Goðabunga
887,Sunday,9/10/2016,10:00:48,63.58,-18.817,0.1,0.8,99,14,E,Hábunga
888,Sunday,9/10/2016,9:41:06,65.121,-16.317,9.7,0.2,99,4.9,NE,Herðubreiðarfjöll
889,Sunday,9/10/2016,9:33:31,63.934,-20.767,1.8,0.2,99,5.6,W,Þjórsárbrú
890,Sunday,9/10/2016,9:17:18,63.575,-18.808,0.1,0.7,99,14.4,E,Hábunga
891,Sunday,9/10/2016,8:39:41,66.646,-17.918,11.6,0.7,99,12.3,NNE,Grímsey
892,Sunday,9/10/2016,8:27:40,66.633,-17.737,11.1,1.2,99,15.8,NE,Grímsey
893,Sunday,9/10/2016,8:24:07,66.292,-16.738,6.3,0.6,99,12.8,W,Kópasker
894,Sunday,9/10/2016,7:30:33,66.645,-17.899,10.7,0.9,99,12.5,NNE,Grímsey
895,Sunday,9/10/2016,6:32:09,66.624,-17.953,12.2,0.7,99,9.5,NNE,Grímsey
896,Sunday,9/10/2016,5:34:24,64.429,-17.225,1.5,1.2,99,3.6,NE,Grímsfjall
897,Sunday,9/10/2016,5:06:43,64.823,-16.889,12.9,0.9,99,15.8,ENE,Kistufell
898,Sunday,9/10/2016,4:34:13,66.237,-18.359,9.1,0.6,99,8.2,NNW,Gjögurtá
899,Sunday,9/10/2016,3:49:04,64.623,-17.366,0.1,1.5,99,7.9,ESE,Bárðarbunga
900,Sunday,9/10/2016,1:38:45,64.841,-16.867,9.1,0.4,99,17.5,ENE,Kistufell
901,Sunday,9/10/2016,0:29:31,63.968,-20.152,5.6,1,99,9.5,SSE,Árnes
902,Sunday,9/10/2016,0:15:50,66.282,-16.984,6.8,0.6,99,23.9,W,Kópasker
903,Sunday,9/10/2016,23:36:10,66.256,-16.702,5.2,0.7,99,12.3,WSW,Kópasker
904,Sunday,9/10/2016,23:27:05,65.717,-16.789,1.6,1.1,99,1.6,WNW,Krafluvirkjun
906,Thursday,6/10/2016,21:28:30,63.624,-19.086,1.1,0.8,90.02,4.9,N,Hábunga
907,Thursday,6/10/2016,20:42:00,63.61,-19.124,3.3,0.3,74.75,3.5,NNW,Hábunga
908,Thursday,6/10/2016,20:19:47,63.62,-19.097,0.1,3,99,4.5,N,Hábunga
909,Thursday,6/10/2016,20:08:42,63.612,-19.104,1.1,1.5,90.06,3.6,N,Hábunga
910,Thursday,6/10/2016,20:02:08,63.622,-19.085,1.1,0.7,77.71,4.7,N,Hábunga
911,Thursday,6/10/2016,19:43:57,63.992,-19.691,0.1,0.9,99,1.1,W,Hekla
912,Thursday,6/10/2016,18:43:20,63.624,-19.1,1.1,0.4,90.01,4.9,N,Hábunga
913,Thursday,6/10/2016,17:33:27,63.618,-19.099,1.1,0.6,90.01,4.2,N,Hábunga
914,Thursday,6/10/2016,17:31:55,65.035,-16.706,6.1,0.7,79.37,4.8,W,Dreki
915,Thursday,6/10/2016,16:53:19,63.624,-19.107,1.1,0.8,90.01,4.9,N,Hábunga
916,Thursday,6/10/2016,16:37:41,63.625,-19.083,1.1,0.4,62.42,5.1,N,Hábunga
917,Thursday,6/10/2016,16:33:21,63.625,-19.097,0.7,0.4,90.01,5,N,Hábunga
918,Thursday,6/10/2016,14:36:36,63.621,-19.097,0.1,1.4,99,4.5,N,Hábunga
919,Thursday,6/10/2016,14:18:19,63.621,-19.096,0.1,1.6,99,4.5,N,Hábunga
920,Thursday,6/10/2016,14:16:03,63.624,-19.096,0.1,1.4,99,4.9,N,Hábunga
921,Thursday,6/10/2016,14:11:02,63.621,-19.095,0.1,2.4,99,4.6,N,Hábunga
922,Thursday,6/10/2016,12:29:08,63.622,-19.092,0.1,1.4,99,4.7,N,Hábunga
923,Thursday,6/10/2016,12:23:17,63.624,-19.092,0.1,1.2,99,4.9,N,Hábunga
924,Thursday,6/10/2016,9:12:25,63.618,-19.091,0.1,1,99,4.3,N,Hábunga
925,Thursday,6/10/2016,9:11:57,63.62,-19.097,0.1,1.7,99,4.5,N,Hábunga
926,Thursday,6/10/2016,8:27:56,65.028,-16.469,5.4,0.7,99,6.5,E,Dreki
927,Thursday,6/10/2016,6:22:49,63.621,-19.083,0.1,1.5,99,4.6,N,Hábunga
928,Thursday,6/10/2016,6:20:40,63.622,-19.074,0.1,1.6,99,4.8,NNE,Hábunga
929,Thursday,6/10/2016,6:10:41,63.622,-19.099,0.1,3.2,99,4.7,N,Hábunga
930,Thursday,6/10/2016,5:44:26,63.622,-19.099,0.1,1.4,99,4.6,N,Hábunga
931,Thursday,6/10/2016,4:47:44,64.109,-21.263,6.3,0.9,99,3.3,NE,Skeggi á Hengli
932,Thursday,6/10/2016,4:38:14,64.065,-21.374,4.3,1.4,99,3.3,NNE,Hellisheiði
933,Thursday,6/10/2016,1:52:50,63.622,-19.045,0.1,1.4,99,5.4,NNE,Hábunga
934,Thursday,6/10/2016,1:41:24,64.015,-20.374,8.6,0.8,99,6.7,WSW,Árnes
935,Thursday,6/10/2016,1:23:25,63.652,-19.181,7.9,1.4,99,3.7,ENE,Goðabunga
936,Thursday,6/10/2016,0:48:31,65.163,-16.347,2.6,0.9,99,1.3,S,Herðubreið
937,Thursday,6/10/2016,0:22:50,63.954,-21.286,5.8,1,99,4.6,SSE,Skálafell
938,Thursday,6/10/2016,23:46:50,63.617,-19.103,0.2,0.6,99,4.1,N,Hábunga
939,Thursday,6/10/2016,23:34:52,63.62,-19.103,0.1,0.8,99,4.4,N,Hábunga
940,Thursday,6/10/2016,23:14:16,63.619,-19.103,0.1,2,99,4.3,N,Hábunga
941,Thursday,6/10/2016,23:14:01,63.617,-19.09,0.1,1.8,99,4.2,N,Hábunga
942,Thursday,6/10/2016,23:12:17,63.628,-19.109,0.1,0.6,99,5.3,N,Hábunga
943,Thursday,6/10/2016,23:11:21,63.623,-19.104,0.1,1.2,99,4.8,N,Hábunga
944,Thursday,6/10/2016,23:09:29,63.623,-19.118,0.1,1.3,99,4.9,N,Hábunga
945,Thursday,6/10/2016,23:09:13,63.62,-19.123,0.4,1,99,4.6,NNW,Hábunga
946,Thursday,6/10/2016,23:08:05,63.62,-19.095,0.1,3.4,99,4.5,N,Hábunga
947,Thursday,6/10/2016,22:53:22,63.967,-20.7,6.7,0.5,99,4.6,NNW,Þjórsárbrú
948,Thursday,6/10/2016,21:32:59,63.896,-21.905,5.6,1.1,99,7.9,E,Krýsuvík
949,Thursday,6/10/2016,21:28:30,63.623,-19.094,0.1,1.6,99,4.8,N,Hábunga
950,Thursday,6/10/2016,20:42:00,63.621,-19.121,0.1,1.3,99,4.7,NNW,Hábunga
951,Thursday,6/10/2016,20:35:37,63.623,-19.075,0.1,0.8,99,4.9,NNE,Hábunga
952,Thursday,6/10/2016,20:29:59,63.626,-19.077,0.1,0.8,99,5.2,NNE,Hábunga
953,Thursday,6/10/2016,20:19:47,63.62,-19.097,0.1,3.1,99,4.5,N,Hábunga
954,Thursday,6/10/2016,20:08:42,63.623,-19.094,0.1,1.9,99,4.8,N,Hábunga
955,Thursday,6/10/2016,20:02:07,63.624,-19.092,0.1,1.3,99,4.9,N,Hábunga
956,Thursday,6/10/2016,19:52:43,63.978,-19.66,9.8,0.9,99,1.6,SSE,Hekla
957,Thursday,6/10/2016,19:43:57,63.992,-19.691,0.1,0.9,99,1.1,W,Hekla
958,Thursday,6/10/2016,19:36:00,66.373,-17.144,14.6,0.8,99,31.9,WNW,Kópasker
959,Thursday,6/10/2016,18:49:14,64.24,-17.778,1.1,0.7,99,27.5,S,Hamarinn
960,Thursday,6/10/2016,18:43:20,63.623,-19.094,0.1,1.4,99,4.8,N,Hábunga
961,Thursday,6/10/2016,18:13:45,63.629,-19.091,0.1,0.7,99,5.4,N,Hábunga
962,Thursday,6/10/2016,17:33:27,63.621,-19.091,0.1,0.7,99,4.5,N,Hábunga
963,Thursday,6/10/2016,17:31:56,65.022,-16.663,3.8,0.9,99,3.3,WSW,Dreki
964,Thursday,6/10/2016,17:23:36,64.275,-17.606,11.8,1,99,21.5,SW,Grímsfjall
965,Thursday,6/10/2016,16:53:19,63.622,-19.106,0.1,1.5,99,4.6,N,Hábunga
966,Thursday,6/10/2016,16:49:54,63.617,-19.141,0.1,0.6,99,4.6,NNW,Hábunga
967,Thursday,6/10/2016,16:37:41,63.623,-19.095,0.1,1.3,99,4.8,N,Hábunga
968,Thursday,6/10/2016,16:33:21,63.622,-19.098,0.1,1.4,99,4.7,N,Hábunga
969,Thursday,6/10/2016,16:04:05,63.619,-19.113,0.1,0.4,99,4.3,N,Hábunga
970,Thursday,6/10/2016,14:36:36,63.621,-19.097,0.1,1.4,99,4.5,N,Hábunga
971,Thursday,6/10/2016,14:18:19,63.621,-19.096,0.1,1.6,99,4.5,N,Hábunga
972,Thursday,6/10/2016,14:16:03,63.624,-19.096,0.1,1.4,99,4.9,N,Hábunga
973,Thursday,6/10/2016,14:11:02,63.621,-19.095,0.1,2.4,99,4.6,N,Hábunga
974,Thursday,6/10/2016,12:29:08,63.622,-19.092,0.1,1.4,99,4.7,N,Hábunga
975,Thursday,6/10/2016,12:23:17,63.624,-19.092,0.1,1.2,99,4.9,N,Hábunga
976,Thursday,6/10/2016,11:22:30,63.941,-21.449,0.2,0.5,99,2.5,W,Raufarhólshellir
977,Thursday,6/10/2016,9:12:25,63.618,-19.091,0.1,1,99,4.3,N,Hábunga
978,Thursday,6/10/2016,9:11:57,63.62,-19.097,0.1,1.7,99,4.5,N,Hábunga
979,Thursday,6/10/2016,8:50:10,65.023,-16.581,3.1,0.5,99,2,SSE,Dreki
980,Thursday,6/10/2016,8:27:56,65.028,-16.469,5.4,0.7,99,6.5,E,Dreki
981,Thursday,6/10/2016,6:22:49,63.621,-19.083,0.1,1.5,99,4.6,N,Hábunga
982,Thursday,6/10/2016,6:20:40,63.622,-19.074,0.1,1.6,99,4.8,NNE,Hábunga
983,Thursday,6/10/2016,6:10:41,63.622,-19.099,0.1,3.2,99,4.7,N,Hábunga
984,Thursday,6/10/2016,6:01:29,66.653,-17.907,9,1.1,99,13.2,NNE,Grímsey
985,Thursday,6/10/2016,5:44:26,63.622,-19.099,0.1,1.4,99,4.6,N,Hábunga
986,Thursday,6/10/2016,4:47:44,64.109,-21.263,6.3,0.9,99,3.3,NE,Skeggi á Hengli
987,Thursday,6/10/2016,4:38:14,64.065,-21.374,4.3,1.4,99,3.3,NNE,Ólafsfjörður
988,Thursday,6/10/2016,2:55:31,64.692,-17.656,9.8,1.4,99,8.4,NW,Bárðarbunga
989,Thursday,6/10/2016,1:52:50,63.622,-19.045,0.1,1.6,99,5.4,NNE,Hábunga
990,Thursday,6/10/2016,1:41:24,64.015,-20.374,8.6,0.8,99,6.7,WSW,Árnes
991,Thursday,6/10/2016,1:23:25,63.652,-19.181,7.9,1.4,99,3.7,ENE,Goðabunga
992,Thursday,6/10/2016,0:48:31,65.163,-16.347,2.6,0.9,99,1.3,S,Herðubreið
993,Thursday,6/10/2016,0:22:50,63.954,-21.286,5.8,1,99,4.6,SSE,Skálafell
994,Thursday,6/10/2016,23:46:50,63.617,-19.103,0.2,0.6,99,4.1,N,Hábunga
995,Thursday,6/10/2016,23:34:52,63.62,-19.103,0.1,0.8,99,4.4,N,Hábunga
996,Thursday,6/10/2016,23:14:16,63.619,-19.103,0.1,2,99,4.3,N,Hábunga
997,Thursday,6/10/2016,23:14:01,63.617,-19.09,0.1,1.8,99,4.2,N,Hábunga
998,Thursday,6/10/2016,23:12:17,63.628,-19.109,0.1,0.6,99,5.3,N,Hábunga
999,Thursday,6/10/2016,23:11:21,63.623,-19.104,0.1,1.2,99,4.8,N,Hábunga
1000,Thursday,6/10/2016,23:09:29,63.623,-19.118,0.1,1.3,99,4.9,N,Hábunga
1001,Thursday,6/10/2016,23:09:13,63.62,-19.123,0.4,1,99,4.6,NNW,Hábunga
1002,Thursday,6/10/2016,23:08:05,63.62,-19.095,0.1,3.4,99,4.5,N,Hábunga
1003,Thursday,29/09/2016,23:59:27,63.627,-19.083,0.1,0.9,99,5.3,N,Hábunga
1004,Thursday,29/09/2016,23:56:19,63.614,-19.142,0.7,0.6,99,4.3,NNW,Hábunga
1005,Thursday,29/09/2016,23:54:48,63.621,-19.109,0.1,0.4,99,4.6,N,Hábunga
1006,Thursday,29/09/2016,23:54:20,63.628,-19.121,0.1,0.8,99,5.4,N,Hábunga
1007,Thursday,29/09/2016,23:53:33,63.62,-19.115,0.1,2.5,99,4.5,N,Hábunga
1008,Thursday,29/09/2016,23:48:12,63.622,-19.105,0.1,0.1,99,4.7,N,Hábunga
1009,Thursday,29/09/2016,23:41:55,63.623,-19.119,0.1,0.3,99,4.9,N,Hábunga
1010,Thursday,29/09/2016,23:31:37,63.621,-19.131,0.1,0.7,99,4.8,NNW,Hábunga
1011,Thursday,29/09/2016,23:30:07,63.618,-19.126,0.1,0.1,99,4.4,NNW,Hábunga
1012,Thursday,29/09/2016,23:27:20,63.622,-19.139,0.1,1.1,99,5,NNW,Hábunga
1013,Thursday,29/09/2016,23:26:10,63.62,-19.131,0.1,1.2,99,4.7,NNW,Hábunga
1014,Thursday,29/09/2016,23:26:08,63.867,-21.963,7.4,0.6,99,5.5,ESE,Krýsuvík
1015,Thursday,29/09/2016,23:25:19,63.623,-19.12,0.1,0.3,99,4.9,NNW,Hábunga
1016,Thursday,29/09/2016,23:23:32,63.622,-19.113,0.1,0.4,99,4.7,N,Hábunga
1017,Thursday,29/09/2016,23:23:04,63.637,-19.132,0.1,1,99,5.8,E,Goðabunga
1018,Thursday,29/09/2016,23:22:11,63.628,-19.127,0.1,0.7,99,5.5,NNW,Hábunga
1019,Thursday,29/09/2016,23:21:36,63.654,-19.085,8.3,0.5,99,8.2,N,Hábunga
1020,Thursday,29/09/2016,23:15:30,63.626,-19.119,0.1,0.9,99,5.2,N,Hábunga
1021,Thursday,29/09/2016,23:13:25,63.627,-19.115,0.1,0.2,99,5.3,N,Hábunga
1022,Thursday,29/09/2016,23:12:40,63.682,-19.115,6.2,0.5,99,8.1,NE,Goðabunga
1023,Thursday,29/09/2016,23:12:05,63.624,-19.117,0.1,0.5,99,4.9,N,Hábunga
1024,Thursday,29/09/2016,22:59:25,63.623,-19.128,0.1,0.5,99,5,NNW,Hábunga
1025,Thursday,29/09/2016,22:58:11,63.617,-19.137,0.1,0.3,99,4.5,NNW,Hábunga
1026,Thursday,29/09/2016,22:57:57,63.631,-19.107,0.1,0.2,99,5.7,N,Hábunga
1027,Thursday,29/09/2016,22:52:38,63.624,-19.152,2.6,0.4,99,5.1,ESE,Goðabunga
1028,Thursday,29/09/2016,22:50:20,63.625,-19.121,0,0.7,99,5.1,NNW,Hábunga
1029,Thursday,29/09/2016,22:47:53,63.626,-19.099,0,1.7,99,5.1,N,Hábunga
1030,Thursday,29/09/2016,22:43:52,63.619,-19.121,0,0.5,99,4.4,NNW,Hábunga
1031,Thursday,29/09/2016,22:35:04,63.625,-19.124,0,0.4,99,5.1,NNW,Hábunga
1032,Thursday,29/09/2016,22:34:30,65.016,-16.669,5.1,0.2,99,3.9,SW,Dreki
1033,Thursday,29/09/2016,22:33:59,63.65,-19.066,8.5,0.5,99,8,NNE,Hábunga
1034,Thursday,29/09/2016,22:33:12,63.655,-19.14,0.1,1,99,5.7,ENE,Goðabunga
1035,Thursday,29/09/2016,22:29:58,63.623,-19.095,0,1.2,99,4.8,N,Hábunga
1036,Thursday,29/09/2016,22:26:42,63.625,-19.101,0.1,0.2,99,5,N,Hábunga
1037,Thursday,29/09/2016,22:25:46,64.644,-17.491,1.3,0,99,1.8,ENE,Bárðarbunga
1038,Thursday,29/09/2016,22:25:31,63.628,-19.102,0,0.8,99,5.4,N,Hábunga
1039,Thursday,29/09/2016,22:23:52,63.626,-19.116,0,0.5,99,5.2,N,Hábunga
1040,Thursday,29/09/2016,22:16:38,63.627,-19.126,0.1,0.3,99,5.4,NNW,Hábunga
1041,Thursday,29/09/2016,22:14:41,63.62,-19.134,0.1,0.2,99,4.7,NNW,Hábunga
1042,Thursday,29/09/2016,22:13:11,63.82,-22.674,4.1,1,99,2.6,NE,Reykjanestá
1043,Thursday,29/09/2016,22:07:08,63.91,-22.246,8,0.5,99,1.6,ENE,Fagradalsfjall
1044,Thursday,29/09/2016,22:06:05,63.615,-19.128,0,0.3,99,4.2,NNW,Hábunga
1045,Thursday,29/09/2016,22:05:24,63.877,-22.288,0.9,0.3,99,2.9,SSW,Fagradalsfjall
1046,Thursday,29/09/2016,22:03:43,63.617,-19.114,0.1,0.3,99,4.1,N,Hábunga
1047,Thursday,29/09/2016,22:02:51,63.624,-19.125,0.1,1,99,5,NNW,Hábunga
1048,Thursday,29/09/2016,21:59:30,63.624,-19.112,0,1.5,99,4.9,N,Hábunga
1049,Thursday,29/09/2016,21:53:06,63.626,-19.132,0,0.9,99,5.3,NNW,Hábunga
1050,Thursday,29/09/2016,21:47:08,63.615,-19.089,1.5,0.1,99,3.9,N,Hábunga
1051,Thursday,29/09/2016,21:42:15,63.626,-19.095,0,0.6,99,5.1,N,Hábunga
1052,Thursday,29/09/2016,21:39:25,63.623,-19.104,0.1,0.5,99,4.8,N,Hábunga
1053,Thursday,29/09/2016,21:34:35,63.625,-19.115,0,0.4,99,5.1,N,Hábunga
1054,Thursday,29/09/2016,21:31:44,63.62,-19.105,0,0.4,99,4.5,N,Hábunga
1055,Thursday,29/09/2016,21:29:02,63.623,-19.118,0,0.7,99,4.8,N,Hábunga
1056,Thursday,29/09/2016,21:28:36,63.621,-19.112,0,0.6,99,4.6,N,Hábunga
1057,Thursday,29/09/2016,21:26:10,63.623,-19.12,0.1,1.3,99,4.9,NNW,Hábunga
1058,Thursday,29/09/2016,21:20:14,63.62,-19.143,0.1,1,99,5,NNW,Hábunga
1059,Thursday,29/09/2016,21:19:56,63.626,-19.112,0,1.8,99,5.2,N,Hábunga
1060,Thursday,29/09/2016,21:19:19,63.626,-19.102,0.1,0.4,99,5.2,N,Hábunga
1061,Thursday,29/09/2016,21:10:14,63.624,-19.098,0.1,1.3,99,4.9,N,Hábunga
1062,Thursday,29/09/2016,21:04:53,63.617,-19.135,0.1,0.9,99,4.4,NNW,Hábunga
1063,Thursday,29/09/2016,21:03:10,63.616,-19.12,1.7,2.5,99,4.1,NNW,Hábunga
1064,Thursday,29/09/2016,21:02:59,63.617,-19.122,0.1,2.4,99,4.2,NNW,Hábunga
1065,Thursday,29/09/2016,21:01:23,63.622,-19.113,0.1,1.1,99,4.8,N,Hábunga
1066,Thursday,29/09/2016,20:59:37,63.618,-19.115,0.1,0.7,99,4.3,N,Hábunga
1067,Thursday,29/09/2016,20:48:58,63.617,-19.135,0.1,0.3,99,4.4,NNW,Hábunga
1068,Thursday,29/09/2016,20:47:15,63.615,-19.128,0.1,1.8,99,4.1,NNW,Hábunga
1069,Thursday,29/09/2016,20:43:58,63.624,-19.132,0.1,1.2,99,5.2,NNW,Hábunga
1070,Thursday,29/09/2016,20:40:26,63.621,-19.137,0.1,1.1,99,4.9,NNW,Hábunga
1071,Thursday,29/09/2016,20:32:12,63.615,-19.138,0.1,0.4,99,4.3,NNW,Hábunga
